cue_location,sequence_location,target_congruent,target_direction,response,correct,rt,sub,trial_num
down,up,yes,right,right,1,0.5442970001604408,sub-daisy_duck,238
up,up,yes,right,right,1,0.3736407998949289,sub-daisy_duck,576
both,up,no,right,right,1,0.576458299998194,sub-daisy_duck,210
down,up,no,left,left,1,0.6456237998791039,sub-daisy_duck,204
down,up,yes,right,right,1,0.5090760001912713,sub-daisy_duck,562
both,up,yes,right,right,1,0.475117800058797,sub-daisy_duck,589
up,up,yes,right,right,1,0.4412926998920738,sub-daisy_duck,28
down,down,yes,left,left,1,0.5089751000050455,sub-daisy_duck,14
up,down,yes,left,left,1,0.3904750999063253,sub-daisy_duck,628
down,up,no,left,left,1,0.510323400143534,sub-daisy_duck,166
both,up,no,left,left,1,0.5261163997929543,sub-daisy_duck,600
both,down,yes,left,left,1,0.4425716998521238,sub-daisy_duck,614
both,up,no,left,left,1,0.6452411999925971,sub-daisy_duck,172
up,up,yes,left,left,1,0.4422351999673992,sub-daisy_duck,199
up,down,yes,right,right,1,0.4413028999697417,sub-daisy_duck,358
both,down,no,right,right,1,0.5256024999544024,sub-daisy_duck,402
up,up,no,right,right,1,0.5945943999104202,sub-daisy_duck,364
down,up,no,left,left,1,0.6280441998969764,sub-daisy_duck,370
down,up,yes,left,left,1,0.3903135000728071,sub-daisy_duck,416
up,up,yes,left,left,1,0.3742130000609904,sub-daisy_duck,371
up,up,yes,right,right,1,0.627897199941799,sub-daisy_duck,417
both,up,yes,right,right,1,0.4420789999421686,sub-daisy_duck,403
both,up,yes,left,left,1,0.4752368999179452,sub-daisy_duck,365
up,down,no,left,left,1,0.5094254999421537,sub-daisy_duck,359
both,down,yes,right,right,1,0.4924604999832809,sub-daisy_duck,198
down,up,no,right,right,1,0.5598523002117872,sub-daisy_duck,615
down,up,yes,left,left,1,0.4759128999430686,sub-daisy_duck,173
both,up,yes,right,right,1,0.4421705999411642,sub-daisy_duck,167
down,up,no,left,left,1,0.4748078000266105,sub-daisy_duck,601
down,up,yes,left,left,1,0.4409066000953316,sub-daisy_duck,629
up,down,yes,right,right,1,0.4073276000563055,sub-daisy_duck,15
both,up,yes,left,left,1,0.3913209000602364,sub-daisy_duck,29
down,down,no,right,right,1,0.5269108000211418,sub-daisy_duck,588
down,up,yes,right,right,1,0.4083465998992324,sub-daisy_duck,205
both,up,no,left,left,1,0.4928868000861257,sub-daisy_duck,563
down,down,yes,left,left,1,0.4077255001757294,sub-daisy_duck,577
up,down,no,right,right,1,0.6102213999256492,sub-daisy_duck,211
both,up,yes,left,left,1,0.4249871999491006,sub-daisy_duck,239
down,down,yes,left,left,1,0.3903230999130755,sub-daisy_duck,549
up,down,no,left,left,1,0.525619599968195,sub-daisy_duck,561
both,up,no,left,left,1,0.5950331999920309,sub-daisy_duck,207
both,down,no,right,right,1,0.5436129998415709,sub-daisy_duck,213
down,up,yes,left,left,1,0.5097779999487102,sub-daisy_duck,575
down,down,no,left,right,0,0.4243772001937032,sub-daisy_duck,17
up,down,yes,left,left,1,0.4241619000677019,sub-daisy_duck,159
down,down,yes,left,left,1,0.4413408001419157,sub-daisy_duck,171
down,down,no,left,left,1,0.6110113000031561,sub-daisy_duck,617
up,up,yes,left,left,1,0.4581643999554217,sub-daisy_duck,603
up,up,no,right,right,1,0.5784071001689881,sub-daisy_duck,165
up,up,no,left,left,1,0.6111947000026703,sub-daisy_duck,429
both,up,yes,left,left,1,0.373682000208646,sub-daisy_duck,415
up,up,yes,right,right,1,0.5609118998982012,sub-daisy_duck,373
up,down,no,left,left,1,0.595196999842301,sub-daisy_duck,367
down,down,no,left,left,1,0.8498607999645174,sub-daisy_duck,401
both,up,yes,left,left,1,0.474706299835816,sub-daisy_duck,398
up,up,no,left,left,1,0.5941949000116438,sub-daisy_duck,399
both,down,no,right,right,1,0.6457113001961261,sub-daisy_duck,366
down,up,no,right,right,1,0.6275298001710325,sub-daisy_duck,400
up,down,no,right,right,1,0.5269877999089658,sub-daisy_duck,414
up,down,yes,right,right,1,0.3905750999692827,sub-daisy_duck,372
both,down,no,right,right,1,0.5428678002208471,sub-daisy_duck,428
down,down,no,right,right,1,0.5764728998765349,sub-daisy_duck,602
up,down,yes,right,right,1,0.4086014998611063,sub-daisy_duck,164
down,up,yes,right,right,1,0.5272485001478344,sub-daisy_duck,170
up,up,no,left,left,1,0.5433322999160737,sub-daisy_duck,616
down,up,yes,left,left,1,0.4256156000774354,sub-daisy_duck,158
both,down,yes,left,left,1,0.390404200181365,sub-daisy_duck,16
both,up,yes,left,left,1,0.441249500028789,sub-daisy_duck,212
up,up,yes,right,right,1,0.4085504000540823,sub-daisy_duck,574
down,down,no,left,left,1,0.5609569998923689,sub-daisy_duck,560
up,down,no,left,left,1,0.5260771000757813,sub-daisy_duck,206
down,down,no,right,right,1,0.5268484000116587,sub-daisy_duck,548
down,up,no,right,left,0,0.3926204999443143,sub-daisy_duck,202
both,up,yes,right,right,1,0.4578635001089424,sub-daisy_duck,564
down,down,no,right,right,1,0.54292710009031,sub-daisy_duck,570
both,up,yes,right,right,1,0.4247616999782622,sub-daisy_duck,216
up,down,yes,left,left,1,0.425212100148201,sub-daisy_duck,558
both,down,no,right,right,1,0.5436293000821024,sub-daisy_duck,12
up,up,yes,right,right,1,0.5446585998870432,sub-daisy_duck,612
both,up,no,right,right,1,0.5783646998461336,sub-daisy_duck,174
both,down,no,left,left,1,0.628299199976027,sub-daisy_duck,160
up,down,no,right,right,1,0.510626999894157,sub-daisy_duck,606
down,down,no,right,right,1,0.5763492998667061,sub-daisy_duck,148
both,up,yes,right,right,1,0.6801534001715481,sub-daisy_duck,376
up,down,yes,right,right,1,0.4080895001534372,sub-daisy_duck,410
up,up,yes,left,left,1,0.4587230000179261,sub-daisy_duck,404
down,down,no,left,left,1,0.5612484999001026,sub-daisy_duck,362
down,up,yes,left,left,1,0.4760439998935908,sub-daisy_duck,438
both,up,no,right,right,1,0.5268864999525249,sub-daisy_duck,389
down,up,no,left,left,1,0.6122411000542343,sub-daisy_duck,388
down,down,no,right,right,1,0.5270930000115186,sub-daisy_duck,439
down,down,no,right,right,1,0.5614008998963982,sub-daisy_duck,405
up,up,no,left,left,1,0.6118834000080824,sub-daisy_duck,363
down,down,no,right,right,1,0.6448894999921322,sub-daisy_duck,377
down,up,no,right,right,1,0.6112782000564039,sub-daisy_duck,411
down,down,no,left,left,1,0.5267982000950724,sub-daisy_duck,149
up,up,no,left,left,1,0.5773885999806225,sub-daisy_duck,161
both,down,no,left,left,1,0.5939104000572115,sub-daisy_duck,607
up,up,no,right,right,1,0.6110621001571417,sub-daisy_duck,613
up,down,no,left,left,1,0.5939976999070495,sub-daisy_duck,175
up,up,no,right,right,1,0.5260240999050438,sub-daisy_duck,13
both,up,no,right,right,1,0.5262403998058289,sub-daisy_duck,559
both,down,yes,right,right,1,0.4585075001232326,sub-daisy_duck,571
both,down,no,right,right,1,0.6277201999910176,sub-daisy_duck,217
both,up,yes,right,right,1,0.4601294999010861,sub-daisy_duck,203
up,down,no,right,right,1,0.5263364999555051,sub-daisy_duck,565
down,down,yes,right,right,1,0.4254356999881565,sub-daisy_duck,215
down,down,yes,left,left,1,0.4424229001160711,sub-daisy_duck,573
up,down,yes,right,right,1,0.4588168000336736,sub-daisy_duck,567
up,up,no,right,right,1,0.5948844000231475,sub-daisy_duck,201
down,down,no,left,left,1,0.5783808999694884,sub-daisy_duck,229
down,up,yes,right,right,1,0.4414689999539405,sub-daisy_duck,598
both,up,yes,right,right,1,0.4411613000556826,sub-daisy_duck,11
both,up,no,right,right,1,0.6118006000760943,sub-daisy_duck,39
down,down,yes,left,left,1,0.3735159998759627,sub-daisy_duck,605
both,down,yes,right,right,1,0.578676899895072,sub-daisy_duck,163
down,down,no,left,left,1,0.5430093000177294,sub-daisy_duck,177
both,up,no,right,right,1,0.6452717001084238,sub-daisy_duck,611
down,down,yes,right,right,1,0.4084363000001758,sub-daisy_duck,639
both,up,yes,right,right,1,0.4083702999632805,sub-daisy_duck,188
both,down,no,left,right,0,0.3912032998632639,sub-daisy_duck,361
up,up,no,right,right,1,0.5944258000236005,sub-daisy_duck,407
down,up,yes,right,right,1,0.4420249001123011,sub-daisy_duck,413
both,up,no,right,left,0,0.4412873000837862,sub-daisy_duck,375
down,down,no,right,right,1,0.5934051999356598,sub-daisy_duck,349
up,down,no,right,right,1,0.6107652001082897,sub-daisy_duck,348
both,up,no,left,left,1,0.527221400057897,sub-daisy_duck,412
down,up,yes,right,right,1,0.4240342997945845,sub-daisy_duck,374
up,down,yes,left,left,1,0.4242896998766809,sub-daisy_duck,360
down,down,yes,left,left,1,0.4087352000642568,sub-daisy_duck,406
up,down,no,right,right,1,0.5776311999652535,sub-daisy_duck,189
up,up,no,left,left,1,0.5615117999259382,sub-daisy_duck,638
up,up,no,left,left,1,0.5941643000114709,sub-daisy_duck,176
up,down,no,left,left,1,0.4754061999265104,sub-daisy_duck,610
down,up,yes,right,right,1,0.4083957998082042,sub-daisy_duck,604
down,up,no,right,right,1,0.5096684999298304,sub-daisy_duck,162
down,down,no,right,right,1,0.6662254999391735,sub-daisy_duck,38
down,up,no,right,right,1,0.5769340000115335,sub-daisy_duck,10
up,up,yes,left,left,1,0.3736596000380814,sub-daisy_duck,599
down,up,yes,left,left,1,0.4239874999038875,sub-daisy_duck,228
both,down,no,right,right,1,0.5093330000527203,sub-daisy_duck,566
up,down,yes,right,right,1,0.3405806999653578,sub-daisy_duck,200
down,down,no,left,left,1,0.4935705999378115,sub-daisy_duck,214
down,up,no,right,right,1,0.695676299976185,sub-daisy_duck,572
up,down,no,right,right,1,0.5432046998757869,sub-daisy_duck,529
up,up,no,right,right,1,0.5430787999648601,sub-daisy_duck,273
down,down,yes,right,right,1,0.4253211000468582,sub-daisy_duck,515
up,up,no,right,right,1,0.5104981998447329,sub-daisy_duck,501
up,down,no,right,right,1,0.5954788001254201,sub-daisy_duck,267
down,up,no,left,left,1,0.5954525000415742,sub-daisy_duck,298
both,down,yes,left,left,1,0.4069820998702198,sub-daisy_duck,88
down,down,no,right,right,1,0.6278580001089722,sub-daisy_duck,77
down,down,yes,left,left,1,0.4581178000662476,sub-daisy_duck,63
up,up,no,left,left,1,0.62809729995206,sub-daisy_duck,139
both,up,yes,left,left,1,0.3922623000107705,sub-daisy_duck,105
both,down,yes,left,left,1,0.4411820000968873,sub-daisy_duck,111
up,down,yes,left,left,1,0.4421049000229686,sub-daisy_duck,449
up,up,no,right,right,1,0.5086345998570323,sub-daisy_duck,307
both,up,yes,left,left,1,0.3739928000140935,sub-daisy_duck,461
down,up,yes,left,left,1,0.4073098001535982,sub-daisy_duck,475
up,up,yes,left,left,1,0.4427885999903083,sub-daisy_duck,313
down,down,yes,right,right,1,0.4586193999275565,sub-daisy_duck,474
down,up,yes,left,left,1,0.408284300006926,sub-daisy_duck,312
down,up,yes,left,left,1,0.4411261999048292,sub-daisy_duck,306
up,up,yes,left,left,1,0.3751982001122087,sub-daisy_duck,460
down,up,no,left,left,1,0.5606953999958932,sub-daisy_duck,448
down,down,no,left,left,1,0.5426940999459475,sub-daisy_duck,110
up,down,no,left,left,1,0.5952212999109179,sub-daisy_duck,104
both,down,no,left,left,1,0.6121606000233442,sub-daisy_duck,138
both,down,no,right,right,1,0.594527600100264,sub-daisy_duck,62
up,up,no,right,right,1,0.6107534999027848,sub-daisy_duck,76
both,up,yes,left,left,1,0.4408954000100493,sub-daisy_duck,89
down,down,no,left,left,1,0.476071200100705,sub-daisy_duck,299
both,down,no,left,left,1,0.5431922001298517,sub-daisy_duck,500
up,down,no,left,left,1,0.6963187998626381,sub-daisy_duck,266
up,up,yes,left,left,1,0.4069028999656439,sub-daisy_duck,272
both,down,no,right,right,1,0.5439691001083702,sub-daisy_duck,514
down,up,yes,right,right,1,0.5598402998875827,sub-daisy_duck,528
down,down,yes,right,right,1,0.493688799906522,sub-daisy_duck,258
down,up,yes,right,right,1,0.4922135998494923,sub-daisy_duck,264
up,up,yes,right,right,1,0.4763629001099616,sub-daisy_duck,502
up,down,yes,right,right,1,0.4250135999172926,sub-daisy_duck,516
down,up,yes,left,left,1,0.4586735998746007,sub-daisy_duck,270
up,up,yes,right,right,1,0.4250121999066323,sub-daisy_duck,9
up,up,no,left,left,1,0.5271190998610109,sub-daisy_duck,48
down,down,yes,right,right,1,0.4076519000809639,sub-daisy_duck,60
down,up,no,left,left,1,0.5781149000395089,sub-daisy_duck,74
down,up,no,right,right,1,0.6785993000958115,sub-daisy_duck,112
both,down,no,right,right,1,0.6282840000931174,sub-daisy_duck,106
up,up,no,right,right,1,0.5439946998376399,sub-daisy_duck,338
both,up,no,right,right,1,0.5259964999277145,sub-daisy_duck,310
up,down,no,right,right,1,0.578414199873805,sub-daisy_duck,476
down,down,yes,left,left,1,0.4585059001110494,sub-daisy_duck,462
both,up,yes,left,left,1,0.4082750000525266,sub-daisy_duck,304
down,down,yes,left,left,1,0.407553399913013,sub-daisy_duck,489
up,down,no,right,right,1,0.5774167000781745,sub-daisy_duck,488
both,down,yes,left,left,1,0.4061966000590473,sub-daisy_duck,463
up,down,no,left,left,1,0.6113458999898285,sub-daisy_duck,305
up,up,yes,right,right,1,0.441669899970293,sub-daisy_duck,311
both,up,no,right,right,1,0.577118800021708,sub-daisy_duck,477
up,up,yes,left,left,1,0.4758693999610841,sub-daisy_duck,339
up,up,no,right,right,1,0.680016899947077,sub-daisy_duck,107
up,up,yes,right,right,1,0.4927270000334829,sub-daisy_duck,113
both,down,yes,right,right,1,0.5612230999395251,sub-daisy_duck,75
up,up,yes,left,left,1,0.3904745997861027,sub-daisy_duck,61
up,down,no,right,right,1,0.7136257998645306,sub-daisy_duck,49
both,down,yes,right,right,1,0.5258339000865817,sub-daisy_duck,8
up,down,yes,left,left,1,0.4588244999758899,sub-daisy_duck,517
up,down,yes,right,right,1,0.5429670999292284,sub-daisy_duck,271
up,up,yes,right,right,1,0.4413693998940289,sub-daisy_duck,265
up,down,yes,right,right,1,0.5099323000758886,sub-daisy_duck,503
down,down,yes,left,left,1,0.3565807999111712,sub-daisy_duck,259
both,up,yes,right,right,1,0.4073671998921782,sub-daisy_duck,507
both,up,yes,right,right,1,0.492382800206542,sub-daisy_duck,261
down,down,yes,right,right,1,0.544107099995017,sub-daisy_duck,275
down,up,yes,left,left,1,0.560051100095734,sub-daisy_duck,513
up,down,no,right,right,1,0.5443596001714468,sub-daisy_duck,249
down,up,yes,right,right,1,0.4923336000647396,sub-daisy_duck,65
down,down,no,left,left,1,0.5768107001204044,sub-daisy_duck,71
down,down,no,right,right,1,0.5776185998693109,sub-daisy_duck,59
up,down,yes,right,right,1,0.4580192000139504,sub-daisy_duck,117
down,up,no,left,left,1,0.5773709998466074,sub-daisy_duck,103
up,up,no,left,left,1,0.5606498999986798,sub-daisy_duck,473
down,up,no,left,left,1,0.6110431000124663,sub-daisy_duck,315
both,down,no,left,left,1,0.4243499999865889,sub-daisy_duck,301
up,down,no,left,right,0,0.4083803999237716,sub-daisy_duck,467
up,down,yes,right,right,1,0.4411820000968873,sub-daisy_duck,329
down,up,yes,right,right,1,0.4255526000633836,sub-daisy_duck,498
down,down,no,right,right,1,0.5600809999741614,sub-daisy_duck,499
down,up,no,right,right,1,0.526769099989906,sub-daisy_duck,328
both,down,yes,right,right,1,0.458242499968037,sub-daisy_duck,300
up,down,yes,left,left,1,0.4254296000581234,sub-daisy_duck,466
down,down,no,right,right,1,0.5099186999723315,sub-daisy_duck,472
both,up,yes,left,left,1,0.3745824999641627,sub-daisy_duck,314
up,up,no,left,left,1,0.577389599988237,sub-daisy_duck,102
both,up,yes,right,right,1,0.4069173999596387,sub-daisy_duck,116
down,up,no,left,right,0,0.3732662000693381,sub-daisy_duck,58
both,down,yes,left,left,1,0.5614438999909908,sub-daisy_duck,70
both,up,no,left,right,0,0.4583290000446141,sub-daisy_duck,64
both,down,no,right,right,1,0.5442080001812428,sub-daisy_duck,248
down,down,no,right,right,1,0.6109508001245558,sub-daisy_duck,274
up,up,no,right,left,0,0.4251177001278847,sub-daisy_duck,512
both,down,yes,right,right,1,0.4243447999469936,sub-daisy_duck,506
down,down,no,left,left,1,0.578603999922052,sub-daisy_duck,260
up,down,no,right,right,1,0.5598907000385225,sub-daisy_duck,510
both,down,no,right,right,1,0.6107286000624299,sub-daisy_duck,276
down,up,yes,left,left,1,0.6106755000073463,sub-daisy_duck,262
up,down,no,left,left,1,0.4759873000439256,sub-daisy_duck,504
up,up,no,right,right,1,0.5768367999698967,sub-daisy_duck,538
up,down,yes,right,right,1,0.4577530000824481,sub-daisy_duck,289
down,down,yes,right,right,1,0.5267109998967499,sub-daisy_duck,99
both,up,no,right,right,1,0.6964618000201881,sub-daisy_duck,72
both,down,no,left,left,1,0.6784409999381751,sub-daisy_duck,66
up,up,yes,left,left,1,0.3916882001794874,sub-daisy_duck,100
down,down,yes,left,left,1,0.4076232998631894,sub-daisy_duck,114
down,up,yes,right,right,1,0.4427010000217706,sub-daisy_duck,128
both,down,no,left,left,1,0.798596499953419,sub-daisy_duck,464
down,up,no,right,right,1,0.6783839999698102,sub-daisy_duck,302
both,up,no,left,left,1,0.5774250000249594,sub-daisy_duck,316
down,down,no,left,left,1,0.5273932998534292,sub-daisy_duck,470
both,down,yes,right,right,1,0.5260836998932064,sub-daisy_duck,458
up,down,yes,right,right,1,0.4584994001779705,sub-daisy_duck,459
down,down,yes,left,left,1,0.4928270999807864,sub-daisy_duck,317
down,up,no,left,left,1,0.5265007000416517,sub-daisy_duck,471
up,up,no,right,right,1,0.6785462000407279,sub-daisy_duck,465
up,up,yes,left,left,1,0.3733900999650359,sub-daisy_duck,303
up,up,yes,right,right,1,0.4425056001637131,sub-daisy_duck,129
down,up,yes,left,left,1,0.3902460997924208,sub-daisy_duck,115
down,down,no,right,right,1,0.6274278999771923,sub-daisy_duck,101
up,down,no,left,left,1,0.5766181000508368,sub-daisy_duck,67
up,up,yes,right,right,1,0.4766304001677781,sub-daisy_duck,73
up,down,no,right,right,1,0.5268845001701266,sub-daisy_duck,98
down,down,yes,right,right,1,0.4246658999472856,sub-daisy_duck,288
down,up,no,left,left,1,0.4924242000561207,sub-daisy_duck,539
both,down,yes,right,right,1,0.4751510000787675,sub-daisy_duck,263
down,down,no,left,left,1,0.7982112001627684,sub-daisy_duck,505
both,up,no,left,left,1,0.5267843999899924,sub-daisy_duck,511
both,up,no,left,left,1,0.5947171999141574,sub-daisy_duck,277
down,down,yes,left,left,1,0.3731235999148339,sub-daisy_duck,508
both,up,no,right,right,1,0.6276697001885623,sub-daisy_duck,252
up,up,no,left,left,1,0.6628298000432551,sub-daisy_duck,534
down,up,no,right,right,1,0.6110969998408109,sub-daisy_duck,520
up,up,no,left,left,1,0.5097815999761224,sub-daisy_duck,246
both,up,yes,right,right,1,0.4421685999259352,sub-daisy_duck,291
up,down,no,left,left,1,0.611684100003913,sub-daisy_duck,3
both,up,no,right,right,1,0.6626053999643773,sub-daisy_duck,285
up,down,yes,right,right,1,0.6454381998628378,sub-daisy_duck,95
down,down,no,left,left,1,0.5599205999169499,sub-daisy_duck,81
both,down,yes,right,right,1,0.3902437000069767,sub-daisy_duck,56
both,down,yes,left,left,1,0.5932656000368297,sub-daisy_duck,42
up,down,yes,left,left,1,0.458286700071767,sub-daisy_duck,118
both,down,yes,right,right,1,0.5272942001465708,sub-daisy_duck,642
up,down,no,right,right,1,0.6292777000926435,sub-daisy_duck,124
down,up,no,left,left,1,0.5944221999961883,sub-daisy_duck,130
down,up,yes,right,right,1,0.5090877001639456,sub-daisy_duck,468
down,down,no,right,right,1,0.4745808998122811,sub-daisy_duck,326
both,down,yes,left,left,1,0.3904745001345873,sub-daisy_duck,440
down,down,yes,left,left,1,0.4070969000458717,sub-daisy_duck,454
both,up,yes,right,right,1,0.4581563000101596,sub-daisy_duck,332
down,up,no,left,left,1,0.4758657000493258,sub-daisy_duck,483
down,down,no,left,left,1,0.4924220000393688,sub-daisy_duck,497
both,down,yes,right,right,1,0.5092122999485582,sub-daisy_duck,496
both,up,no,left,left,1,0.4591550000477582,sub-daisy_duck,482
both,down,yes,right,right,1,0.4587507001124322,sub-daisy_duck,455
up,up,yes,right,right,1,0.3914574000518769,sub-daisy_duck,333
both,up,no,right,right,1,0.5770813000854105,sub-daisy_duck,327
up,up,no,left,left,1,0.8153846000786871,sub-daisy_duck,441
up,up,yes,right,right,1,0.4246008000336587,sub-daisy_duck,469
up,down,no,left,left,1,0.7130078000482172,sub-daisy_duck,131
up,down,no,right,right,1,0.5436052000150084,sub-daisy_duck,643
down,down,no,left,left,1,0.543117499910295,sub-daisy_duck,125
both,up,no,left,left,1,0.5429207000415772,sub-daisy_duck,119
down,up,no,right,right,1,0.6961629998404533,sub-daisy_duck,43
up,down,yes,left,left,1,0.44124750001356,sub-daisy_duck,57
down,down,yes,right,right,1,0.4920502998866141,sub-daisy_duck,80
down,up,no,right,right,1,0.6609431998804212,sub-daisy_duck,94
down,down,no,left,left,1,0.6270762998610735,sub-daisy_duck,284
up,up,no,left,left,1,0.4747568999882787,sub-daisy_duck,290
up,up,yes,left,left,1,0.4079342999029904,sub-daisy_duck,2
both,up,no,right,right,1,0.5933785999659449,sub-daisy_duck,521
both,down,yes,left,left,1,0.475626400206238,sub-daisy_duck,247
up,down,yes,left,left,1,0.474715800024569,sub-daisy_duck,253
both,up,no,left,left,1,0.6790579999797046,sub-daisy_duck,535
both,up,yes,left,left,1,0.373848200077191,sub-daisy_duck,509
both,down,yes,left,left,1,0.4755883999168873,sub-daisy_duck,279
down,down,no,right,right,1,0.543567500077188,sub-daisy_duck,245
down,up,no,left,left,1,0.5089000998996198,sub-daisy_duck,523
up,up,yes,right,right,1,0.4243450001813471,sub-daisy_duck,537
up,up,no,right,right,1,0.6449512999970466,sub-daisy_duck,251
both,down,no,left,left,1,0.5948236000258476,sub-daisy_duck,286
up,up,no,left,left,1,0.5777157999109477,sub-daisy_duck,0
both,down,no,right,right,1,0.6116263000294566,sub-daisy_duck,292
down,up,yes,left,left,1,0.4933209000155329,sub-daisy_duck,82
both,up,no,right,right,1,0.6117740001063794,sub-daisy_duck,96
both,up,yes,left,left,1,0.4921145001426339,sub-daisy_duck,69
down,down,no,left,left,1,0.5273869000375271,sub-daisy_duck,41
both,up,yes,right,right,1,0.4075303999707103,sub-daisy_duck,55
both,up,no,right,right,1,0.7133590998128057,sub-daisy_duck,133
down,down,yes,left,left,1,0.4938562999013811,sub-daisy_duck,127
up,down,no,left,right,0,0.4072648000437766,sub-daisy_duck,641
both,down,no,right,right,1,0.5273470000829548,sub-daisy_duck,319
down,up,yes,right,right,1,0.4925158000551164,sub-daisy_duck,331
down,up,no,right,right,1,0.560433299979195,sub-daisy_duck,457
both,up,no,left,left,1,0.5605613000225276,sub-daisy_duck,443
both,down,no,left,left,1,0.4937724999617785,sub-daisy_duck,325
up,down,no,left,left,1,0.5779923000372946,sub-daisy_duck,494
up,up,no,left,left,1,0.5603549000807106,sub-daisy_duck,480
both,down,no,right,right,1,0.5258051999844611,sub-daisy_duck,481
both,up,no,right,right,1,0.5940354999620467,sub-daisy_duck,495
up,up,yes,left,left,1,0.3582693999633193,sub-daisy_duck,442
up,down,yes,left,left,1,0.3910588999278843,sub-daisy_duck,324
up,up,no,right,right,1,0.5429187999106944,sub-daisy_duck,330
both,down,no,right,left,0,0.4413912000600248,sub-daisy_duck,456
up,down,no,left,left,1,0.5438286000862718,sub-daisy_duck,318
down,down,yes,right,right,1,0.4257672000676393,sub-daisy_duck,126
up,up,yes,left,left,1,0.4069767999462783,sub-daisy_duck,640
both,down,no,right,right,1,0.5448565999977291,sub-daisy_duck,132
up,up,yes,right,right,1,0.4592329000588506,sub-daisy_duck,54
both,down,yes,right,right,1,0.475970100145787,sub-daisy_duck,40
up,up,no,right,right,1,0.6115814000368118,sub-daisy_duck,68
both,down,no,left,left,1,0.6294606998562813,sub-daisy_duck,97
both,up,no,left,left,1,0.6291245000902563,sub-daisy_duck,83
down,up,yes,left,left,1,0.4577764000277966,sub-daisy_duck,1
up,down,yes,left,left,1,0.5275920999702066,sub-daisy_duck,293
down,up,no,right,right,1,0.67806680011563,sub-daisy_duck,287
down,up,no,right,right,1,0.5091219998430461,sub-daisy_duck,536
down,up,yes,right,right,1,0.5087751001119614,sub-daisy_duck,250
both,up,no,left,left,1,0.5611364999786019,sub-daisy_duck,244
both,down,no,left,left,1,0.6284936999436468,sub-daisy_duck,522
both,down,yes,right,right,1,0.4922541000414639,sub-daisy_duck,278
down,down,no,right,left,0,0.3743187999352813,sub-daisy_duck,526
up,down,yes,right,right,1,0.4753636999521404,sub-daisy_duck,240
up,down,no,left,left,1,0.6117590998765081,sub-daisy_duck,254
both,up,yes,right,right,1,0.491516700014472,sub-daisy_duck,532
up,up,no,left,left,1,0.6456839998718351,sub-daisy_duck,268
up,down,yes,left,left,1,0.3901798999868333,sub-daisy_duck,283
up,down,no,right,right,1,0.5258943000808358,sub-daisy_duck,297
down,up,no,left,left,1,0.5260501001030207,sub-daisy_duck,5
up,up,yes,left,left,1,0.4074613000266254,sub-daisy_duck,87
down,down,yes,left,left,1,0.4419482999946922,sub-daisy_duck,93
both,down,no,left,left,1,0.6458353002090007,sub-daisy_duck,44
both,up,no,right,right,1,0.6623910998459905,sub-daisy_duck,50
both,up,yes,right,right,1,0.5611370999831706,sub-daisy_duck,78
both,down,yes,right,right,1,0.4413245001342147,sub-daisy_duck,136
down,down,yes,left,left,1,0.3913605001289397,sub-daisy_duck,644
up,down,yes,left,left,1,0.525651500094682,sub-daisy_duck,122
down,up,no,right,right,1,0.5441733999177814,sub-daisy_duck,452
both,down,yes,left,left,1,0.5613875999115407,sub-daisy_duck,334
down,down,yes,right,right,1,0.5440360000357032,sub-daisy_duck,320
down,up,yes,right,right,1,0.5610936000011861,sub-daisy_duck,446
down,down,no,right,right,1,0.5771530999336392,sub-daisy_duck,308
down,down,yes,right,right,1,0.4433365000877529,sub-daisy_duck,491
up,down,yes,left,left,1,0.4253554998431355,sub-daisy_duck,485
both,up,yes,left,left,1,0.4767510998062789,sub-daisy_duck,484
down,up,yes,left,left,1,0.4586926999036222,sub-daisy_duck,490
both,up,no,left,left,1,0.6273288000375032,sub-daisy_duck,309
up,up,no,left,left,1,0.4929047999903559,sub-daisy_duck,321
both,down,no,left,left,1,0.5099542001262307,sub-daisy_duck,447
both,up,yes,right,right,1,0.542873099911958,sub-daisy_duck,453
up,down,no,right,right,1,0.5603217999450862,sub-daisy_duck,335
both,down,no,right,right,1,0.4597893999889493,sub-daisy_duck,645
up,up,no,right,right,1,0.6279080000240356,sub-daisy_duck,123
up,down,yes,right,right,1,0.4074067000765353,sub-daisy_duck,137
up,down,no,left,left,1,0.5780951001215726,sub-daisy_duck,79
up,down,yes,right,right,1,0.4421435999684036,sub-daisy_duck,51
down,up,yes,right,right,1,0.4600637000985443,sub-daisy_duck,45
both,down,no,left,left,1,0.5770254000090063,sub-daisy_duck,92
up,down,no,right,right,1,0.6793563000392169,sub-daisy_duck,86
down,down,yes,left,left,1,0.3905052000191062,sub-daisy_duck,296
up,down,yes,left,left,1,0.4415653999894857,sub-daisy_duck,4
down,down,yes,left,left,1,0.5606426000595093,sub-daisy_duck,282
both,up,yes,right,right,1,0.5947505000513047,sub-daisy_duck,269
both,up,yes,left,left,1,0.4588198000565171,sub-daisy_duck,255
both,up,yes,left,left,1,0.3903759999666363,sub-daisy_duck,533
up,up,yes,left,left,1,0.4240554000716656,sub-daisy_duck,527
down,up,no,right,right,1,0.7642926999833435,sub-daisy_duck,241
both,down,yes,right,right,1,0.3903669000137597,sub-daisy_duck,531
down,up,no,left,right,0,0.5097835001070052,sub-daisy_duck,257
